# Time-averaged data for fix myat1
# TimeStep v_kinetic_energy v_potential_energy v_pressure
7390 0.983925 -1.33192 0.801758
7400 0.988499 -1.34507 0.77015
7410 1.01411 -1.33534 0.819134
7420 1.00043 -1.34994 0.762879
7430 0.991563 -1.3393 0.789207
7440 0.988937 -1.3381 0.807091
7450 0.974828 -1.32566 0.832947
7460 0.982849 -1.34425 0.754908
7470 0.997953 -1.34837 0.736818
7480 0.985002 -1.33983 0.761275
7490 0.967701 -1.3269 0.780251
7500 1.01863 -1.32261 0.794796
7510 1.05568 -1.31848 0.807753
7520 1.03572 -1.32983 0.744244
7530 1.01284 -1.33076 0.731016
7540 0.975887 -1.31723 0.765299
7550 0.971772 -1.28789 0.862777
7560 0.991818 -1.31491 0.776789
7570 0.993084 -1.33262 0.70034
7580 1.00392 -1.33138 0.713343
7590 1.01886 -1.33773 0.72415
7600 0.974055 -1.3166 0.801778
7610 0.983777 -1.32903 0.781604
7620 0.990348 -1.3181 0.832082
7630 1.01994 -1.32549 0.822434
7640 0.981234 -1.33628 0.770839
7650 0.987597 -1.31468 0.861702
7660 0.971842 -1.32193 0.852757
7670 0.991729 -1.33529 0.790131
7680 1.0229 -1.33695 0.764809
7690 1.03106 -1.32534 0.79565
7700 1.00756 -1.31709 0.808993
7710 1.00344 -1.31754 0.81121
7720 0.954846 -1.31418 0.814626
7730 1.02076 -1.32942 0.773522
7740 0.986205 -1.31921 0.780535
7750 0.987518 -1.3222 0.752945
7760 1.04526 -1.34004 0.695757
7770 1.00296 -1.32395 0.745491
7780 1.01033 -1.3251 0.785975
7790 0.957774 -1.31576 0.805317
7800 0.979834 -1.30649 0.840648
7810 1.00234 -1.32 0.809013
7820 1.0333 -1.31536 0.841123
7830 1.0211 -1.33047 0.807867
7840 0.958126 -1.2884 0.954961
7850 1.00841 -1.30492 0.916662
7860 0.997613 -1.32372 0.811583
7870 1.03366 -1.31834 0.82798
7880 1.01298 -1.3057 0.856573
7890 1.05311 -1.3123 0.855713
7900 0.990459 -1.30887 0.825452
7910 1.0443 -1.32024 0.809451
7920 0.994935 -1.28743 0.923178
7930 0.99684 -1.34389 0.736142
7940 0.994473 -1.31314 0.842479
7950 0.982123 -1.31862 0.851455
7960 1.01378 -1.30766 0.897708
7970 0.997736 -1.3333 0.798345
7980 0.979773 -1.33463 0.776745
7990 1.01631 -1.35708 0.698651
8000 1.00214 -1.34226 0.733626
8010 0.99887 -1.34018 0.724832
8020 1.00119 -1.33238 0.745515
8030 1.00315 -1.33872 0.718584
8040 0.971306 -1.33344 0.728548
8050 0.972969 -1.32057 0.779165
8060 0.99027 -1.32974 0.750092
8070 1.00287 -1.31343 0.824811
8080 0.974693 -1.31493 0.814044
8090 1 -1.30407 0.858629
8100 0.994779 -1.31129 0.833429
8110 1.01648 -1.30195 0.875286
8120 0.984805 -1.31807 0.825155
8130 0.986059 -1.30861 0.863195
8140 1.01249 -1.32083 0.841569
8150 0.984921 -1.31673 0.84219
8160 1.00417 -1.31597 0.838842
8170 0.982849 -1.29325 0.895181
8180 1.02204 -1.31946 0.831245
8190 1.02266 -1.33296 0.808071
8200 1.01758 -1.29627 0.936379
8210 0.999292 -1.29691 0.909029
8220 0.985529 -1.3222 0.799241
8230 0.971913 -1.32575 0.765387
8240 0.997882 -1.30716 0.841929
8250 0.95381 -1.31185 0.80752
8260 0.969828 -1.29883 0.85704
8270 0.949338 -1.31146 0.80621
8280 1.00329 -1.3314 0.774168
8290 1.02025 -1.30826 0.875136
8300 1.0024 -1.32794 0.794718
8310 1.03527 -1.33934 0.765021
8320 1.01331 -1.32099 0.834271
8330 1.03824 -1.33522 0.783058
8340 1.00947 -1.33011 0.775472
8350 1.01795 -1.3191 0.85377
8360 0.973835 -1.29784 0.922845
8370 1.02757 -1.31182 0.879296
8380 1.02278 -1.34141 0.757351
8390 1.03521 -1.33642 0.768495
8400 1.00026 -1.33803 0.73132
8410 0.97525 -1.34654 0.678974
8420 1.0189 -1.29603 0.867663
8430 0.987211 -1.32019 0.790032
8440 0.962276 -1.30524 0.828394
8450 1.01072 -1.30899 0.834822
8460 1.00258 -1.3214 0.784216
8470 0.988054 -1.29754 0.849217
8480 0.968813 -1.31472 0.7839
8490 1.00555 -1.33581 0.728387
8500 0.972426 -1.30378 0.810758
8510 0.998542 -1.32963 0.737035
8520 1.03363 -1.33225 0.745228
8530 0.980145 -1.31752 0.801915
8540 0.966295 -1.30815 0.855335
8550 0.980449 -1.33357 0.780067
8560 1.0206 -1.32941 0.812138
8570 1.00372 -1.32656 0.822868
8580 1.01499 -1.33454 0.801644
8590 0.963481 -1.34304 0.74464
8600 0.953903 -1.33151 0.77124
8610 0.989474 -1.32873 0.778999
8620 1.00049 -1.34841 0.717987
8630 0.996267 -1.33473 0.772828
8640 1.01006 -1.31148 0.863518
8650 0.9801 -1.32363 0.80004
8660 0.973977 -1.34601 0.703699
8670 0.970662 -1.3129 0.806183
8680 1.00958 -1.31265 0.813083
8690 0.976891 -1.33592 0.705854
8700 0.978262 -1.34873 0.645783
8710 0.978976 -1.33271 0.698474
8720 0.996503 -1.30367 0.818883
8730 1.02134 -1.30557 0.83411
8740 1.01376 -1.30065 0.836738
8750 1.00332 -1.28691 0.872509
8760 1.05028 -1.32217 0.768564
8770 0.996965 -1.32461 0.768214
8780 0.961321 -1.29016 0.896391
8790 0.926654 -1.29922 0.834055
8800 0.976094 -1.31585 0.781649
8810 0.985658 -1.31146 0.799466
8820 1.02106 -1.32058 0.770123
8830 0.993415 -1.31148 0.775821
8840 1.05958 -1.30365 0.820515
8850 0.994411 -1.28669 0.850048
8860 0.965463 -1.28077 0.85628
8870 0.975521 -1.29478 0.815806
8880 1.00139 -1.28812 0.84432
8890 1.01643 -1.32133 0.740699
8900 1.00618 -1.31546 0.764889
8910 1.00697 -1.30268 0.83441
8920 1.02482 -1.30096 0.87741
8930 1.02525 -1.3074 0.86551
8940 1.00685 -1.2994 0.87494
8950 0.979311 -1.30718 0.821852
8960 0.978795 -1.31793 0.786332
8970 0.982054 -1.31016 0.810091
8980 0.990813 -1.33288 0.739228
8990 0.981444 -1.32928 0.759435
9000 0.974154 -1.32872 0.761539
9010 1.0624 -1.31381 0.852152
9020 1.01115 -1.2992 0.89644
9030 1.00247 -1.33247 0.798578
9040 1.02162 -1.33512 0.799007
9050 1.01762 -1.32413 0.798635
9060 0.998608 -1.33298 0.743241
9070 0.972305 -1.33781 0.694167
9080 1.01547 -1.33707 0.711264
9090 0.968219 -1.3135 0.788386
9100 0.990319 -1.32395 0.772699
9110 0.987163 -1.32524 0.751264
9120 0.998841 -1.33178 0.722996
9130 0.97842 -1.33366 0.70795
9140 1.005 -1.35172 0.688245
9150 1.00572 -1.32934 0.793341
9160 1.03073 -1.32804 0.823908
9170 1.02498 -1.31883 0.865173
9180 0.985493 -1.32339 0.833185
9190 0.979878 -1.32581 0.818417
9200 0.973674 -1.3279 0.819459
9210 1.00764 -1.3383 0.783332
9220 0.983298 -1.33492 0.768535
9230 0.981834 -1.32333 0.807248
9240 0.986239 -1.33501 0.749814
9250 0.965381 -1.34653 0.703886
9260 1.02269 -1.33496 0.783809
9270 0.996521 -1.31785 0.861038
9280 0.94829 -1.30254 0.893274
9290 1.00195 -1.33726 0.787979
9300 1.02748 -1.3492 0.738793
9310 0.981849 -1.3458 0.724163
9320 0.940359 -1.31537 0.8369
9330 0.988617 -1.33818 0.801339
9340 1.00829 -1.3437 0.788233
9350 0.993069 -1.36579 0.688748
9360 0.941989 -1.32618 0.794366
9370 0.979434 -1.32569 0.801415
9380 0.991496 -1.34453 0.729703
9390 1.03495 -1.32317 0.828303
9400 0.996196 -1.32228 0.812731
9410 0.986161 -1.31387 0.832904
9420 0.992757 -1.33562 0.763257
9430 1.01156 -1.349 0.719268
9440 1.03667 -1.34266 0.766408
9450 0.992044 -1.32795 0.814009
9460 0.981074 -1.32314 0.82154
9470 1.0035 -1.32646 0.807743
9480 0.998682 -1.31442 0.838836
9490 0.985786 -1.30727 0.852036
9500 1.0139 -1.33409 0.777198
9510 0.989828 -1.30881 0.847301
9520 1.02658 -1.34039 0.74688
9530 0.997547 -1.32929 0.781417
9540 0.964909 -1.34107 0.76066
9550 0.962317 -1.34515 0.740228
9560 0.965894 -1.34391 0.719855
9570 0.988019 -1.33483 0.758177
9580 1.01602 -1.33975 0.747805
9590 1.00405 -1.33974 0.744053
9600 1.00456 -1.33903 0.756459
9610 0.981327 -1.34811 0.716976
9620 0.99839 -1.31728 0.835866
9630 1.0098 -1.3249 0.7956
9640 1.01238 -1.33391 0.762033
9650 1.00177 -1.35361 0.689542
9660 0.98698 -1.34309 0.711399
9670 0.99069 -1.32012 0.805622
9680 1.02284 -1.32284 0.823104
9690 0.981375 -1.32481 0.796681
9700 1.04258 -1.32668 0.813969
9710 1.03225 -1.30553 0.877588
9720 1.05407 -1.3204 0.831468
9730 1.0315 -1.30407 0.878922
9740 1.0207 -1.32276 0.791437
9750 1.07338 -1.33521 0.743234
9760 1.01176 -1.31039 0.796678
9770 1.05408 -1.32332 0.782615
9780 1.06446 -1.31266 0.847122
9790 1.02023 -1.30017 0.868333
9800 0.989211 -1.30284 0.840799
9810 0.998435 -1.29731 0.848281
9820 1.01755 -1.3114 0.794217
9830 1.0291 -1.30208 0.848161
9840 1.00253 -1.29813 0.874356
9850 1.0156 -1.28618 0.926853
9860 1.05629 -1.28914 0.93199
9870 1.01274 -1.28419 0.921897
9880 0.996352 -1.30941 0.816824
9890 0.974706 -1.3076 0.795717
9900 1.00455 -1.32146 0.753568
9910 0.994361 -1.32526 0.749627
9920 0.997334 -1.32779 0.737903
9930 1.01887 -1.32578 0.760288
9940 1.01421 -1.30183 0.855212
9950 1.01005 -1.31326 0.822369
9960 1.01685 -1.29878 0.864532
9970 1.00612 -1.31986 0.777691
9980 0.997452 -1.3252 0.740859
9990 0.982434 -1.32029 0.746077
10000 0.976982 -1.3219 0.722324
10010 1.01117 -1.3212 0.720906
10020 0.927986 -1.31679 0.704156
10030 0.956787 -1.31215 0.744823
10040 1.01059 -1.30973 0.777123
10050 1.01571 -1.32503 0.735279
10060 1.00291 -1.32378 0.735783
10070 1.00305 -1.31325 0.769406
10080 1.02048 -1.305 0.801538
